gene_id	C2UT01.1	C3UT02.1	C3UT02.2	C4UT03.1	C4UT03.2	C6TR01.1	C6TR01.2	C7TR02.1	C7TR02.2	C8TR03.1	C8TR03.2
ATP13A2	0	0	0	0	0	0	0	0	0	0	0
SDHB	0	0	0	0	0	0	1	0	0	0	0
PADI2	0	0	0	0	0	0	0	0	0	0	0
LOC124903861	0	0	0	0	0	0	0	0	0	0	0
LOC105376808	0	0	0	0	0	0	0	0	0	0	0
LINC02783	0	0	0	0	0	0	0	0	0	0	0
PADI1	0	0	0	0	0	0	0	0	0	0	0
PADI3	0	0	0	0	0	0	0	0	0	0	0
MIR3972	0	0	0	0	0	0	0	0	0	0	0
PADI4	0	0	0	0	0	0	0	0	0	0	0
PADI6	0	0	0	0	0	0	0	0	0	0	0
RCC2	0	0	0	0	0	0	0	0	0	0	0
RCC2-AS1	0	0	0	0	0	0	0	0	0	0	0
LOC124903862	0	0	0	0	0	0	0	0	0	0	0
LOC124904837	0	0	0	0	0	0	0	0	0	0	0
ARHGEF10L	1963	428	1253	398	1605	347	1576	467	1500	359	1626
LINC02810	0	0	0	0	0	0	0	0	0	0	0
ACTL8	554	115	336	88	286	103	335	86	309	75	291
LOC105376809	0	0	0	0	0	0	0	0	0	0	0
LOC105376812	0	0	0	0	0	0	0	0	0	0	0
LINC01654	0	0	0	0	0	0	0	0	0	0	0
IGSF21	0	1	0	0	0	0	0	0	0	0	0
IGSF21-AS1	0	0	0	0	0	0	0	0	0	0	0
LOC124903864	0	0	0	0	0	0	0	0	0	0	0
LOC124903863	0	0	0	0	0	0	0	0	0	0	0
LOC124903865	0	0	0	0	0	0	0	0	0	0	0
KLHDC7A	136	21	94	14	92	25	112	26	112	29	102
PAX7	0	0	0	0	0	0	0	0	0	0	2
TAS1R2	2	0	0	0	0	0	0	0	5	0	0
ALDH4A1	480	91	268	79	324	84	286	79	229	58	289
MIR4695	0	0	0	0	0	0	0	0	0	0	0
MIR1290	0	0	0	0	0	0	0	0	0	0	0
LOC124903866	0	0	0	0	0	0	0	0	0	2	0
IFFO2	518	120	327	116	399	104	452	112	445	103	414
LOC105376815	0	0	0	0	0	0	0	0	0	1	0
UBR4	2590	591	2170	646	2654	649	2771	737	2575	599	2356
EMC1-AS1	7	1	7	0	3	1	3	0	7	0	5
EMC1	1118	279	822	240	926	246	878	233	791	173	871
MRTO4	793	152	470	114	487	123	511	133	478	93	489
AKR7L	9	2	7	2	12	2	6	1	1	0	8
AKR7A3	85	8	35	11	40	17	54	13	45	10	25
LOC124903867	11	10	17	6	23	3	28	0	15	2	8
LOC100506730	65	13	64	20	49	16	49	15	43	6	49
AKR7A2	1178	199	664	165	793	213	776	247	719	170	788
SLC66A1	712	128	431	111	494	138	542	138	521	141	595
CAPZB	2304	462	1596	425	1811	412	1971	558	1688	375	1815
LOC124903868	0	0	0	0	4	0	0	0	0	0	0
LOC124903869	0	0	0	0	0	0	0	0	0	0	2
LOC105376819	6	0	2	0	0	0	5	0	2	0	2
LOC105376818	0	2	0	0	0	0	0	0	0	0	0
LOC105376817	0	0	0	0	0	0	0	0	0	0	0
LOC124904816	0	0	0	0	0	0	0	0	0	0	0
MICOS10-DT	0	0	0	0	2	0	0	0	0	0	0
MICOS10-NBL1	0	0	0	0	0	0	0	0	0	0	0
MICOS10	323	48	214	63	166	49	244	68	199	46	188
RPS14P3	10	1	9	1	7	1	8	1	4	1	7
NBL1	9	3	1	0	5	1	4	1	6	0	8
HTR6	4	0	1	1	4	1	0	0	3	0	2
TMCO4	284	72	218	74	317	59	274	74	245	80	328
RNF186	8	2	12	2	24	5	17	2	17	15	29
RNF186-AS1	0	0	0	0	0	0	0	0	0	0	0
LOC105376823	2	0	0	0	3	0	3	1	2	0	6
OTUD3	298	61	269	85	340	68	324	93	258	56	295
PLA2G2E	8	0	0	1	4	3	3	2	1	2	3
PLA2G2A	475	137	410	185	690	147	543	150	542	154	716
PLA2G5	0	0	0	0	0	0	0	0	0	0	0
PLA2G2D	0	0	0	0	0	0	0	0	0	0	0
PLA2G2F	4	0	1	2	2	0	2	0	0	0	0
LOC117779438	0	0	0	0	2	0	0	0	1	0	0
PLA2G2C	0	0	0	0	0	0	0	0	0	0	0
UBXN10	0	2	1	0	2	0	0	0	0	0	1
LOC105376825	0	0	0	0	0	0	0	0	0	0	0
LOC105376826	0	0	0	0	0	0	0	0	0	0	0
LINC01757	0	0	0	0	0	0	0	0	0	0	0
LOC105376828	0	0	0	0	0	0	0	0	0	0	0
VWA5B1	0	0	1	0	0	0	0	0	0	1	0
LOC124903870	0	0	0	0	0	0	1	0	0	0	0
LINC01141	0	0	1	0	1	0	2	1	0	0	2
LOC124903871	4	0	3	1	7	3	0	0	2	1	4
CAMK2N1	2194	503	1703	520	2134	491	2005	520	1880	456	2124
MUL1	346	77	231	71	272	70	285	77	221	63	242
FAM43B	16	6	11	8	24	7	10	10	3	6	9
CDA	83	19	64	33	83	21	98	23	87	22	110
PINK1	281	36	178	50	184	46	236	54	220	53	250
MIR6084	0	0	0	0	0	0	0	0	0	0	0
PINK1-AS	21	8	25	6	21	13	25	8	24	2	35
DDOST	6019	1257	3725	1032	4064	1009	4364	1245	4047	954	4420
KIF17	48	6	29	7	34	9	48	7	46	11	37
SH2D5	63	17	27	14	45	16	48	21	58	15	28
HP1BP3	3404	854	2611	693	3104	713	3097	776	2604	604	2744
EIF4G3	1720	436	1310	383	1690	363	1545	468	1516	319	1524
LOC105376830	0	0	0	0	0	0	1	0	0	0	0
LOC105376829	0	0	0	0	1	0	0	1	0	0	1
MIR1256	0	0	0	0	0	0	0	0	0	0	0
ECE1	1977	429	1113	462	1692	411	1673	438	1460	373	1841
LOC124903872	2	0	0	0	3	0	0	0	2	0	1
ECE1-AS1	4	1	10	0	1	2	6	0	2	0	1
LOC105376832	0	0	0	0	0	0	0	0	0	0	0
NBPF3	241	59	216	39	204	49	232	49	153	46	191
ALPL	7	5	9	2	14	2	6	4	6	0	5
LINC02596	0	0	0	0	0	0	0	1	0	0	0
RAP1GAP	446	77	284	106	400	85	451	134	371	89	474
USP48	794	199	651	166	768	179	724	219	667	204	715
LDLRAD2	2	3	2	0	3	0	5	2	1	0	2
HSPG2	4295	980	3062	1207	4678	1113	5157	1376	4489	1047	4422
CELA3B	0	0	0	0	0	0	1	0	0	0	0
CELA3A	0	0	0	0	0	0	0	0	1	1	0
LINC01635	5	2	2	0	10	1	10	3	5	2	2
LINC00339	138	34	92	29	140	24	122	34	93	20	106
CDC42	5491	1261	3707	997	4175	1027	4498	1163	4156	981	4111
WNT4	2	0	2	2	4	0	4	0	5	0	8
LOC105376845	3	1	0	0	0	0	1	0	2	0	1
LOC105376850	4	3	0	0	1	0	4	0	4	0	1
LOC107985377	2	0	0	0	0	0	0	0	0	0	0
MIR4418	0	0	0	0	0	0	0	0	0	0	0
LOC105376856	0	0	3	0	1	0	2	0	0	0	0
ZBTB40	837	204	667	189	881	199	755	216	824	172	819
EPHA8	33	5	27	5	28	2	25	10	27	14	29
MIR6127	0	0	0	0	0	0	0	0	0	0	0
C1QA	0	0	0	0	0	0	0	0	0	0	0
C1QC	0	0	0	0	0	0	0	0	0	0	0
C1QB	0	0	0	0	0	0	0	0	0	0	0
EPHB2	458	92	286	102	375	97	341	91	268	69	318
MIR4684	0	0	0	0	0	0	0	0	0	0	0
MIR4253	0	0	0	0	0	0	0	0	0	0	0
LOC124903874	0	0	2	0	0	0	0	0	0	0	0
LACTBL1	22	1	17	13	18	5	14	6	20	0	15
TEX46	6	0	2	0	2	0	4	0	3	0	3
KDM1A	1936	469	1478	398	1613	400	1639	415	1345	296	1313
MIR3115	0	0	0	0	0	0	0	0	0	0	0
LUZP1	747	165	597	173	657	152	682	143	503	125	596
HTR1D	194	36	129	29	202	40	188	64	174	35	150
LINC01355	0	0	0	0	0	0	0	0	0	0	0
HNRNPR	0	0	0	0	0	0	0	0	0	0	0
ZNF436	0	0	0	0	0	0	0	0	0	0	0
ZNF436-AS1	0	0	0	0	0	0	0	0	0	0	0
TCEA3	0	0	0	0	0	0	0	0	0	0	0
LOC124903875	0	0	0	0	0	0	0	0	0	0	0
ASAP3	0	0	0	0	0	0	0	0	0	0	0
E2F2	0	0	0	0	0	0	0	0	0	0	0
LOC101928163	0	0	0	0	0	0	0	0	0	0	0
LOC124903876	0	0	0	0	0	0	0	0	0	0	0
LOC105376859	0	0	0	0	0	0	0	0	0	0	0
ID3	0	0	0	0	0	0	0	0	0	0	0
LOC107984928	0	0	0	0	0	0	0	0	0	0	0
MDS2	0	0	0	0	0	0	0	0	0	0	0
RPL11	14335	2746	8856	2656	10725	2540	10677	3092	10298	2540	10909
ELOA	517	96	313	88	350	92	424	113	310	87	308
ELOA-AS1	4	0	6	3	7	1	9	2	3	4	10
PITHD1	503	108	317	86	342	87	363	110	334	69	366
LOC105376860	5	0	1	2	1	0	1	0	3	1	2
LYPLA2	1244	205	644	178	725	213	965	224	825	188	928
GALE	1477	323	849	249	999	229	1025	268	1021	258	1074
HMGCL	1134	204	685	178	746	182	793	232	850	226	936
LOC105376861	0	3	2	0	0	0	0	0	0	0	1
FUCA1	1182	303	808	246	1019	233	980	264	918	191	948
CNR2	1	0	0	0	1	0	0	0	1	0	0
MIR378F	0	0	0	0	0	0	0	0	0	0	0
LOC124903877	0	0	0	0	0	0	0	0	0	0	0
PNRC2	2486	639	2043	496	2140	441	2174	557	1812	424	1899
SRSF10	1664	420	1384	291	1378	307	1231	354	1088	256	1178
LOC105378615	0	0	0	0	0	0	0	0	0	0	0
LOC105376863	13	1	10	3	12	4	10	3	8	4	17
LOC107984931	0	0	0	0	1	0	0	0	0	0	0
MYOM3	9	4	5	5	20	2	22	5	15	8	21
MYOM3-AS1	1	0	0	0	0	0	0	0	0	0	0
LOC124903878	0	0	0	0	0	0	2	0	0	0	1
LOC105376864	0	0	0	0	0	0	0	0	0	0	0
IL22RA1	732	137	467	161	608	125	583	190	592	154	608
LOC124903879	6	2	4	0	14	3	11	3	7	2	24
IFNLR1	179	44	168	44	187	43	149	50	155	37	151
LINC02800	0	0	0	0	0	0	0	0	0	0	0
GRHL3-AS1	0	0	0	0	0	0	1	1	1	0	1
GRHL3	3	3	3	3	5	3	8	3	9	1	3
STPG1	76	17	54	20	80	16	77	22	66	5	65
NIPAL3	326	67	232	63	232	72	304	82	220	58	307
RCAN3AS	2	0	5	0	0	0	6	0	3	2	7
RCAN3	397	116	296	86	391	111	375	87	337	73	277
NCMAP-DT	7	2	5	0	6	5	6	1	4	2	9
NCMAP	139	25	98	20	143	50	116	41	98	29	100
SRRM1	1678	472	1378	395	1779	416	1781	432	1588	340	1481
LOC124904829	0	0	0	0	0	0	0	0	0	0	1
CLIC4	2068	462	1642	411	1898	465	1772	473	1535	393	1771
LOC105376876	0	0	0	0	0	0	0	0	0	0	0
RUNX3	17	3	15	3	32	3	22	13	15	0	22
MIR6731	0	0	0	0	0	0	0	0	0	0	0
RUNX3-AS1	0	0	0	1	0	0	0	0	3	0	0
MIR4425	0	0	0	0	0	0	0	0	0	0	0
LINC02793	0	0	0	0	0	0	0	0	0	0	0
LOC124903880	0	0	0	0	0	0	0	0	1	0	2
SYF2	547	90	337	102	473	101	431	112	470	114	496
LOC124903881	10	0	3	1	11	0	6	2	4	1	7
RSRP1	897	179	587	149	655	130	575	206	662	161	734
LOC105376882	0	0	0	0	0	0	0	0	0	0	0
RHD	0	0	0	0	0	0	0	0	0	0	0
TMEM50A	993	184	674	188	824	205	791	245	799	167	830
LOC124904823	0	0	0	0	0	0	0	0	0	0	0
RHCE	11	0	6	0	6	2	12	2	7	3	7
MACO1	512	97	349	103	497	117	441	107	383	93	413
LDLRAP1	293	66	150	49	221	45	240	47	190	46	225
MAN1C1	156	23	84	21	116	17	114	31	109	31	147
SELENON	2357	550	1590	549	2223	635	2505	642	2192	545	2401
MTFR1L	347	70	255	67	240	50	226	74	191	47	251
LOC646471	53	18	57	17	68	7	49	16	51	12	71
AUNIP	83	28	85	15	56	23	79	14	74	27	67
PAQR7	1448	296	822	288	1102	257	1158	292	1024	233	1026
STMN1	1266	292	863	176	863	204	866	202	821	187	886
MIR3917	0	0	0	0	0	0	0	0	0	0	0
LOC105376885	0	0	0	0	0	0	0	0	0	0	0
PAFAH2	530	116	389	111	446	98	458	139	419	119	496
LOC124900433	0	0	1	0	0	0	0	0	0	0	0
EXTL1	9	2	14	9	11	3	8	3	28	2	10
SLC30A2	238	51	132	33	176	41	230	38	130	39	215
LOC105376910	35	7	26	7	23	9	33	16	39	6	26
TRIM63	8	7	5	1	9	3	14	2	7	4	10
PDIK1L	131	42	117	31	95	29	99	27	92	18	116
FAM110D	11	0	0	0	3	0	2	1	1	0	0
C1orf232	0	0	0	0	0	0	0	0	0	0	0
ZNF593OS	0	1	0	0	1	0	0	0	1	0	1
ZNF593	41	4	16	9	31	8	45	12	36	14	22
CNKSR1	218	51	137	67	205	57	219	78	188	72	196
CATSPER4	0	0	1	0	0	0	0	0	0	0	0
LOC124903882	0	0	0	0	0	0	0	0	1	0	0
ZPLD2P	4	3	4	1	7	1	3	2	3	3	7
CEP85	409	100	309	91	337	78	367	115	353	64	302
SH3BGRL3	1052	193	733	205	894	206	941	262	931	204	943
UBXN11	214	64	158	41	171	40	182	41	159	31	120
CD52	2	0	0	0	2	0	0	0	0	0	2
CRYBG2	1232	214	730	258	1077	263	1243	318	980	264	1336
ZNF683	2	0	0	0	0	0	0	0	0	0	0
LIN28A	71	6	40	16	103	5	32	10	31	7	28
LOC124903883	8	0	3	0	7	1	5	3	1	0	3
DHDDS	589	108	350	80	408	91	462	121	362	102	404
DHDDS-AS1	2	0	5	1	6	0	6	0	1	0	3
HMGN2	3972	707	2336	612	2381	614	2583	706	2245	482	2412
LOC124903884	0	0	0	0	0	0	0	0	1	0	0
RPS6KA1	0	0	0	0	0	0	0	0	0	0	0
MIR1976	0	0	0	0	0	0	0	0	0	0	0
LOC124904769	0	0	0	0	0	0	0	0	0	0	0
LOC124904813	0	0	0	0	0	0	0	0	0	0	0
LOC105376888	0	0	0	0	2	0	0	0	0	2	2
LOC124900417	9	2	8	1	8	1	5	1	13	6	11
LOC101928728	0	0	0	0	0	0	0	0	0	0	0
ARID1A	1814	436	1401	388	1678	385	1627	410	1450	372	1378
PIGV	231	33	184	45	180	58	193	75	186	53	187
ZDHHC18	344	51	178	79	272	73	298	70	232	84	307
SFN	489	79	256	84	352	77	390	103	361	82	437
GPN2	546	105	359	114	373	94	361	96	364	86	401
GPATCH3	252	54	119	32	132	32	180	37	121	32	149
NUDC	1193	221	769	226	879	206	949	241	884	196	822
NR0B2	16	4	1	1	13	1	21	1	11	2	15
KDF1	285	42	157	58	238	55	262	72	244	69	253
OSTCP2	0	0	0	0	4	0	3	0	0	0	0
TRNP1	599	112	366	140	503	115	521	107	455	134	557
TENT5B	131	12	58	16	107	19	90	13	84	21	82
LOC101928391	1	2	0	1	1	1	6	2	1	1	2
SLC9A1	608	109	402	126	605	140	619	159	602	137	579
LOC102723760	0	0	0	0	0	0	0	0	0	0	0
WDTC1-DT	0	0	0	0	0	0	0	0	0	0	0
WDTC1	757	185	497	142	696	161	652	197	585	151	675
TMEM222	325	65	235	60	223	66	259	60	237	56	281
ACTG1P20	22	9	11	6	24	2	11	3	16	3	14
SYTL1	293	63	162	71	207	54	232	65	204	66	272
MAP3K6	370	58	192	69	251	81	265	77	261	44	221
FCN3	0	0	0	0	0	0	0	0	0	0	0
CD164L2	0	0	0	0	0	0	0	0	0	1	0
GPR3	7	5	12	0	19	2	7	5	15	1	6
WASF2	2199	519	1604	539	2138	490	2044	525	1885	453	2040
LOC105376892	8	3	6	5	6	3	4	1	9	0	7
AHDC1	338	53	207	106	408	84	339	89	325	63	321
FGR	7	0	6	0	3	0	0	1	0	0	1
LINC02574	0	0	0	0	0	0	0	0	0	0	0
IFI6	96	17	58	20	92	10	92	20	83	15	92
FAM76A	76	26	53	18	56	14	65	22	38	13	50
STX12	701	183	552	145	626	161	663	177	594	157	577
LOC124903885	1	0	2	0	0	0	0	0	0	0	0
PPP1R8	466	105	359	82	372	107	372	103	380	82	389
SCARNA1	0	0	0	0	0	0	0	0	0	0	0
THEMIS2	5	0	1	0	5	0	1	0	1	0	3
RPA2	774	191	519	131	504	140	582	166	518	132	524
SMPDL3B	147	36	66	18	132	34	119	31	81	27	97
XKR8	188	30	83	38	150	24	159	52	140	29	146
EYA3	174	39	115	43	157	31	126	36	124	34	153
PTAFR	19	0	3	1	9	2	8	2	17	1	14
DNAJC8	789	180	549	132	497	144	639	163	489	108	514
ATP5IF1	0	0	0	0	0	0	0	0	0	0	0
SESN2	0	0	0	0	0	0	0	0	0	0	0
MED18	0	0	0	0	0	0	0	0	0	0	0
PHACTR4	495	108	452	124	475	106	448	111	445	99	436
SNHG3	218	37	182	57	189	49	187	44	162	36	180
RCC1	595	132	367	110	432	114	520	110	422	73	430
SNORA73A	4	2	1	3	7	1	1	5	6	1	1
SNORA73B	9	1	8	1	11	3	6	0	4	0	0
LOC124904836	0	0	0	0	0	0	0	0	0	0	0
TRNAU1AP	147	30	103	36	111	29	117	27	103	24	148
SNHG12	110	22	55	21	61	22	64	19	72	22	97
SNORD99	2	0	3	1	2	0	0	0	3	2	0
SNORA61	0	0	0	0	0	0	0	0	0	0	0
SNORA44	0	0	1	0	0	0	2	0	0	0	0
SNORA16A	1	0	1	1	1	1	4	1	2	0	2
RAB42	47	11	52	17	44	9	59	15	36	10	39
TAF12	156	21	85	30	110	28	120	24	117	31	127
TAF12-DT	1	0	0	0	2	1	0	0	0	0	0
RNU11	0	0	0	0	0	0	0	0	0	0	0
GMEB1	69	14	54	8	59	6	65	12	44	8	51
LOC124904809	0	0	1	0	0	0	0	0	0	0	0
YTHDF2	695	149	467	112	531	131	546	148	470	111	461
OPRD1	3	1	0	2	13	1	2	1	3	2	3
EPB41	632	191	508	134	543	136	535	146	541	92	554
LOC124903886	0	0	0	0	0	0	0	0	0	0	0
TMEM200B	47	5	11	6	20	3	25	8	28	4	18
SRSF4	800	185	606	166	752	137	603	207	568	116	629
MECR	181	35	90	22	117	27	137	35	117	25	110
LOC124903887	0	0	0	0	5	0	2	0	2	0	1
PTPRU	1237	259	838	243	915	292	1129	308	966	212	1161
LINC01756	0	0	0	0	0	0	0	0	0	0	0
LOC107984933	0	0	0	0	1	0	0	0	0	0	0
LOC107984934	0	0	0	0	0	0	0	0	0	0	0
LINC01648	0	0	0	0	0	0	0	0	0	0	0
LOC105378617	0	0	0	0	0	0	0	0	0	0	0
LOC105378618	0	0	0	0	0	0	0	0	0	0	0
LOC124903888	0	0	0	0	0	0	0	0	0	0	0
MATN1	0	0	2	1	2	0	0	0	1	0	1
MATN1-AS1	11	1	8	2	5	3	16	4	9	2	10
LAPTM5	81	21	55	12	57	8	82	17	63	9	62
MIR4420	0	0	0	0	0	0	0	0	0	0	0
LOC105378620	0	0	0	2	0	0	1	0	0	1	0
LOC105378621	2	0	0	0	0	0	0	0	0	0	0
LINC01778	1	0	0	0	0	2	0	0	0	0	0
LOC400748	0	0	0	0	0	0	0	0	0	0	0
SDC3	115	11	77	21	99	21	122	33	105	21	103
PUM1	1245	359	1081	288	1156	261	1184	323	1020	243	1187
SNORD103A	2	0	4	0	0	0	4	0	1	1	2
SNORD103B	1	0	0	3	2	1	3	0	0	0	4
SNORD103C	0	0	0	0	2	0	0	0	0	0	0
LOC124904579	0	0	0	0	0	0	0	0	0	0	0
LOC107984935	0	0	0	0	1	2	0	0	0	0	0
NKAIN1	4	1	7	2	5	0	7	3	2	0	15
SNRNP40	367	49	229	72	245	65	235	59	221	58	222
ZCCHC17	349	69	241	60	239	67	268	51	231	37	244
FABP3	209	43	169	34	233	65	194	68	264	73	270
LOC124903892	2	0	0	0	0	0	1	2	0	0	0
LOC105378623	0	0	0	0	0	0	0	0	0	0	0
SERINC2	645	135	438	134	628	144	662	167	613	155	705
LOC124903900	4	1	5	4	4	1	4	1	5	3	9
LOC105378625	1	0	0	0	2	0	2	0	1	0	1
LOC105379772	0	0	0	0	0	0	3	0	0	0	0
LDC1P	4	0	1	0	0	3	1	0	0	1	2
LINC01226	0	0	2	0	2	0	0	0	3	0	1
LOC124903917	5	0	2	2	8	1	7	2	5	0	3
LOC105378626	33	4	27	6	26	6	26	2	40	7	27
TINAGL1	307	64	171	78	264	76	338	85	298	64	357
HCRTR1	1	0	1	2	3	1	2	0	5	2	3
PEF1	158	19	150	28	118	25	124	32	90	43	150
PEF1-AS1	2	0	0	0	0	0	2	0	1	0	1
COL16A1	17	1	1	0	13	2	8	3	7	4	14
LOC101929444	0	0	0	0	0	0	0	0	1	0	0
ADGRB2	66	13	31	13	50	6	70	16	35	10	59
MIR4254	0	0	0	0	0	0	0	0	0	0	0
LOC124903930	0	0	0	0	0	0	0	0	0	0	0
SPOCD1	20	1	9	3	17	3	21	6	16	1	23
PTP4A2	2509	531	1737	418	1929	528	1873	527	1772	426	1811
LOC128031832	0	0	0	0	0	0	0	0	0	0	0
KHDRBS1	2438	537	1677	465	2052	502	2039	534	1874	385	1884
TMEM39B	69	10	66	26	68	19	54	22	59	13	60
MIR5585	0	0	0	0	0	0	0	0	0	0	0
KPNA6	784	169	513	165	674	155	684	163	634	131	656
TXLNA	340	69	219	74	291	58	311	83	258	53	299
CCDC28B	75	15	44	16	61	20	64	16	53	8	61
IQCC	45	8	28	10	24	13	45	17	28	5	30
DCDC2B	5	1	0	1	6	0	0	1	2	0	0
TMEM234	89	12	38	11	68	12	59	6	47	16	60
EIF3I	1484	345	959	248	1016	256	1084	278	1047	248	1091
MTMR9LP	35	5	24	8	55	9	16	12	32	9	39
FAM167B	1	1	5	2	7	0	5	0	1	0	5
LCK	0	0	0	1	4	0	2	0	0	1	7
HDAC1	1746	342	1162	312	1222	292	1310	304	1106	295	1137
MARCKSL1	1968	404	1298	412	1629	344	1649	400	1486	352	1639
LOC124903949	0	0	0	0	0	0	0	0	1	0	1
LOC105378629	0	0	0	0	0	0	2	0	0	0	0
LOC124903933	44	7	37	22	60	5	45	7	62	7	48
FAM229A	41	4	7	6	17	1	11	2	16	0	21
TSSK3	5	0	5	1	5	1	7	4	10	2	14
BSDC1	692	162	406	146	526	131	554	142	493	125	631
ZBTB8B	0	0	0	0	0	0	0	0	0	0	0
ZBTB8A	63	21	38	16	70	25	52	13	46	9	53
LOC124903952	0	0	0	0	0	0	0	0	0	0	0
LOC102723870	5	0	3	0	3	3	5	0	2	0	2
ZBTB8OS	296	63	184	51	188	60	187	50	174	55	193
RBBP4	831	233	652	157	774	157	725	175	566	183	692
SYNC	0	0	2	0	1	2	0	0	0	0	5
NHSL3	2120	418	1238	487	2024	478	2004	547	1829	480	2006
YARS1	928	212	569	172	692	170	791	255	658	162	669
S100PBP	155	39	123	22	107	23	122	24	109	13	103
FNDC5	23	2	12	7	11	3	14	0	10	3	9
LOC105378631	1	0	0	0	0	0	0	0	0	0	0
HPCA	2	0	0	0	1	0	0	0	0	0	1
TMEM54	205	64	117	32	145	36	194	54	170	28	177
LOC105378632	0	0	0	0	0	0	0	1	0	0	0
RNF19B	347	82	228	70	324	62	305	82	287	63	295
LOC107984936	0	0	0	0	0	0	0	0	0	0	0
AK2	2335	456	1476	367	1607	406	1816	438	1499	381	1674
LOC124903969	0	0	0	0	0	0	0	0	0	0	0
LOC105378635	0	0	0	0	0	0	0	0	0	0	0
AZIN2	41	6	17	6	31	12	34	15	27	3	16
ZNF362	207	62	145	51	152	52	176	62	154	34	197
TRIM62	23	9	16	7	30	11	21	8	16	4	20
A3GALT2	0	0	0	0	1	0	0	1	0	0	0
PHC2	604	80	390	100	473	103	492	131	360	123	449
MIR3605	0	0	0	0	0	0	0	0	0	0	1
PHC2-AS1	0	0	1	1	0	0	0	0	0	1	0
ZSCAN20	47	12	31	7	29	10	57	9	50	8	30
CSMD2	0	0	1	3	1	0	1	0	2	0	1
LOC124903976	0	0	0	0	0	0	0	0	0	0	0
HMGB4	0	0	0	0	0	0	0	0	0	0	0
CSMD2-AS1	0	0	0	0	0	0	0	0	0	0	0
C1orf94	0	0	0	0	0	0	1	0	0	0	0
LOC105378639	0	0	0	1	0	0	0	0	0	0	0
LOC105378641	29	4	25	0	26	2	44	8	26	2	19
MIR552	0	0	0	0	0	0	0	0	0	0	0
LOC105378642	4	0	0	0	0	1	5	0	0	0	0
GJB5	0	1	0	1	0	0	0	0	1	0	0
GJB4	2	0	3	0	5	1	0	0	0	2	0
GJB3	11	1	4	1	10	2	7	0	1	0	4
GJA4	0	0	0	0	0	0	1	0	0	0	1
SMIM12	230	47	124	38	150	37	168	44	139	39	168
DLGAP3	4	1	1	0	2	0	0	0	5	0	4
GPR199P	8	5	11	5	8	2	7	7	5	4	13
TMEM35B	115	42	71	21	104	27	84	22	72	26	110
ZMYM6	219	47	170	32	175	35	161	52	137	35	156
LOC124903990	0	0	0	0	0	0	0	0	0	0	1
ZMYM1	193	63	151	53	176	34	147	41	162	29	138
LOC105378644	0	0	0	0	1	1	1	0	0	0	0
SFPQ	4596	1015	3112	904	3648	885	3563	905	3194	694	3276
ZMYM4	485	114	358	93	449	79	336	93	322	78	328
LOC124900419	0	0	0	0	0	0	0	0	0	0	0
ZMYM4-AS1	0	0	0	0	0	0	0	0	0	0	0
KIAA0319L	1118	236	778	227	1042	234	1000	296	961	208	1021
NCDN	186	38	117	36	124	34	147	32	113	41	125
TFAP2E-AS1	4	0	1	0	3	2	2	0	0	0	1
TFAP2E	5	2	10	2	13	0	10	2	7	0	12
PSMB2	974	235	765	203	774	210	818	196	752	162	833
LOC105378646	0	0	0	0	0	0	0	0	0	0	0
C1orf216	125	23	70	12	81	19	85	30	77	19	72
CLSPN	148	40	127	40	114	29	146	32	131	31	92
AGO4	190	40	146	45	189	28	160	45	137	37	183
AGO1	689	138	467	129	547	122	532	140	445	101	452
AGO3	194	34	144	48	177	42	170	54	146	38	170
LOC105378647	0	0	0	0	0	0	1	0	0	0	0
TEKT2	0	0	1	0	0	0	0	2	0	0	0
ADPRS	219	35	115	40	120	40	138	25	166	40	216
COL8A2	0	0	2	3	0	0	0	1	0	1	0
TRAPPC3	390	86	242	53	318	85	318	93	291	85	306
MAP7D1	394	58	196	64	371	89	372	100	353	59	379
THRAP3	1708	399	1170	333	1422	343	1411	357	1204	253	1179
SH3D21	445	113	348	146	517	101	452	119	415	95	438
EVA1B	15	0	2	6	9	1	4	4	7	2	16
STK40	810	121	493	174	613	135	636	173	615	171	674
LOC124904012	12	2	6	3	1	4	9	4	16	0	15
LSM10	123	21	52	26	64	12	59	14	57	13	75
LOC124904013	0	0	0	0	0	0	0	0	0	0	0
OSCP1	3	0	6	2	1	2	6	0	5	0	3
SNORA63C	0	0	0	0	0	0	0	0	0	0	0
LOC107984940	0	0	0	0	0	0	0	0	0	0	0
MRPS15	857	179	505	146	518	113	547	136	583	133	600
CSF3R	83	18	30	7	55	6	48	10	46	7	49
LOC107984941	0	0	0	0	0	0	0	0	0	0	0
LOC105378648	0	0	0	0	0	0	0	0	0	0	0
LOC124904023	0	0	0	0	0	0	0	0	0	0	0
GRIK3	0	0	0	0	0	0	0	0	0	0	0
LOC124904027	0	0	0	0	0	0	0	0	0	0	0
MIR4255	0	0	0	0	0	0	0	0	0	0	0
LOC107984942	0	0	0	0	0	0	0	0	0	0	0
LITATS1	42	8	29	11	12	0	28	7	16	14	49
ZC3H12A	218	47	139	58	207	44	218	61	192	66	218
MIR6732	0	0	2	0	0	0	0	0	0	0	0
MEAF6	341	58	213	68	294	62	248	59	238	60	277
MIR5581	1	0	1	0	1	0	1	0	0	0	0
LOC105378649	0	0	0	0	0	0	0	0	0	0	0
SNIP1	175	34	110	26	113	22	107	38	136	36	123
